Flight_ID,Time_s,Nf1,Nf2,Ng1,Ng2,T451,TGT452,Q1,Q2,dalpha,dbeta,Exceedance_Flag,DGCA_Compliance
Flight_04,94,101.0,101.5,87.39,90.84,490.55,561.76,5.15,0.0,68.15,81.18,NORMAL,COMPLIANT
Flight_04,95,101.0,101.5,89.2,93.02,485.71,551.67,5.31,0.0,68.71,81.8,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,96,101.0,101.5,92.69,94.4,504.12,568.66,4.76,0.0,68.04,79.7,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,97,101.0,101.5,93.1,94.4,507.22,576.6,4.88,0.0,66.58,76.96,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,98,101.0,101.5,91.36,94.4,533.95,607.02,6.97,0.0,65.78,75.05,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,99,101.0,101.5,93.1,94.4,529.16,583.84,8.26,1.64,66.06,75.88,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,100,101.0,101.5,93.1,94.4,514.85,567.98,8.01,0.28,65.96,75.28,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,101,101.0,101.5,93.1,94.4,496.54,554.14,8.15,0.0,66.56,76.95,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,102,101.0,101.5,93.1,94.4,504.49,571.75,9.5,0.83,65.85,76.42,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,103,101.0,101.5,93.1,94.4,487.47,554.1,10.0,0.03,64.95,74.23,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,104,101.0,101.5,93.1,94.4,502.37,562.81,11.31,1.81,65.39,75.29,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,105,101.0,101.5,93.1,94.4,522.75,589.69,8.23,0.0,65.24,74.57,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,106,101.0,101.5,93.1,94.4,521.01,590.61,9.0,0.19,65.48,73.56,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,107,101.0,101.5,93.1,94.4,499.61,567.27,9.06,0.51,64.55,71.06,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,108,101.0,101.5,93.1,94.4,501.85,575.17,9.44,0.42,65.43,71.78,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,109,101.0,101.5,93.1,94.4,536.93,603.55,8.69,0.0,65.53,72.38,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,110,101.0,101.5,93.1,94.4,539.95,603.64,9.06,0.0,65.07,70.72,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,111,101.0,101.5,93.1,94.4,531.2,590.76,12.09,0.48,65.4,70.92,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,112,101.0,101.5,93.1,94.4,519.18,582.27,10.74,0.0,65.12,71.0,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,113,101.0,101.5,90.37,92.89,497.37,551.62,8.16,0.0,65.05,69.63,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,114,101.0,101.5,87.18,89.71,522.85,574.37,7.2,0.0,65.42,71.36,NORMAL,COMPLIANT
Flight_04,115,99.02,101.5,82.91,85.68,532.51,588.48,7.68,0.0,65.5,71.5,NORMAL,COMPLIANT
Flight_04,116,93.05,98.18,77.39,80.63,504.24,550.25,8.69,0.0,65.93,72.93,NORMAL,COMPLIANT
Flight_04,117,95.28,99.93,78.73,80.94,500.27,545.41,7.95,0.0,65.73,73.18,NORMAL,COMPLIANT
Flight_04,118,96.38,100.52,80.3,82.14,514.98,562.17,5.77,0.0,64.57,70.28,NORMAL,COMPLIANT
Flight_04,119,93.97,100.66,79.65,81.65,491.05,541.13,2.45,0.0,64.88,71.64,NORMAL,COMPLIANT
Flight_04,120,95.63,101.5,80.65,83.41,502.03,538.72,4.05,0.0,64.31,70.6,NORMAL,COMPLIANT
Flight_04,121,94.23,101.41,79.11,83.05,496.38,531.16,1.71,0.0,64.26,70.59,NORMAL,COMPLIANT
Flight_04,122,90.67,98.49,75.98,79.81,494.69,533.95,1.82,0.0,64.25,69.71,NORMAL,COMPLIANT
Flight_04,123,90.52,98.06,75.51,79.11,473.26,509.31,2.7,0.0,63.61,69.03,NORMAL,COMPLIANT
Flight_04,124,88.44,97.83,74.66,79.83,469.53,508.44,4.97,0.0,64.16,69.98,NORMAL,COMPLIANT
Flight_04,125,85.63,96.06,72.36,78.55,431.36,457.53,5.64,0.0,64.29,70.66,NORMAL,COMPLIANT
Flight_04,126,86.6,96.93,72.93,79.92,431.88,452.68,7.3,0.0,63.96,69.68,NORMAL,COMPLIANT
Flight_04,127,84.09,94.16,71.0,78.32,411.22,441.21,7.58,0.35,64.97,71.8,NORMAL,COMPLIANT
Flight_04,128,85.98,94.78,72.22,78.94,415.81,446.28,8.23,0.74,64.58,70.62,NORMAL,COMPLIANT
Flight_04,129,86.36,96.32,73.17,79.41,439.47,470.31,8.78,2.69,64.72,70.66,NORMAL,COMPLIANT
Flight_04,130,82.36,93.1,69.39,75.82,409.56,451.66,5.84,0.08,64.2,70.62,NORMAL,COMPLIANT
Flight_04,131,82.76,93.44,70.5,76.6,414.89,462.16,8.47,4.32,64.38,70.96,NORMAL,COMPLIANT
Flight_04,132,79.45,91.03,68.15,74.31,386.15,432.99,9.53,5.77,64.48,71.42,NORMAL,COMPLIANT
Flight_04,133,82.16,93.9,70.09,75.25,391.99,442.45,9.79,6.3,64.57,71.76,NORMAL,COMPLIANT
Flight_04,134,81.6,91.79,69.95,75.88,371.75,422.7,9.7,5.93,65.69,73.58,NORMAL,COMPLIANT
Flight_04,135,76.22,87.01,65.42,72.09,332.58,387.11,9.93,5.28,66.17,73.77,NORMAL,COMPLIANT
Flight_04,136,75.47,85.89,65.47,71.12,334.58,390.98,7.74,3.87,66.17,74.02,NORMAL,COMPLIANT
Flight_04,137,73.09,82.61,63.41,69.28,338.7,388.63,6.41,2.35,65.89,72.51,NORMAL,COMPLIANT
Flight_04,138,73.14,82.99,63.72,69.76,344.9,393.49,8.47,4.81,65.56,71.9,NORMAL,COMPLIANT
Flight_04,139,70.97,80.58,61.78,68.23,352.14,410.9,12.42,8.51,65.27,72.3,NORMAL,COMPLIANT
Flight_04,140,71.73,80.54,62.9,70.36,340.9,388.91,9.63,7.33,65.53,73.73,NORMAL,COMPLIANT
Flight_04,141,72.84,80.44,64.16,70.71,329.83,381.52,8.0,6.11,65.47,72.97,NORMAL,COMPLIANT
Flight_04,142,73.42,81.41,65.63,72.14,351.65,409.84,7.35,5.25,64.96,73.17,NORMAL,COMPLIANT
Flight_04,143,71.79,78.01,63.93,70.7,374.14,429.21,6.9,5.24,65.05,72.88,NORMAL,COMPLIANT
Flight_04,144,73.97,80.24,65.75,72.84,371.1,420.23,5.94,4.19,64.21,71.82,NORMAL,COMPLIANT
Flight_04,145,72.51,79.03,65.04,72.36,375.13,431.24,6.66,5.81,63.31,69.74,NORMAL,COMPLIANT
Flight_04,146,70.69,78.23,63.73,72.8,377.66,422.68,7.15,6.5,63.02,69.59,NORMAL,COMPLIANT
Flight_04,147,75.85,82.97,69.69,77.2,362.69,410.5,4.32,2.19,62.55,68.51,NORMAL,COMPLIANT
Flight_04,148,80.65,87.31,74.43,81.31,363.54,407.4,6.64,6.13,62.71,69.26,NORMAL,COMPLIANT
Flight_04,149,81.18,86.95,74.77,82.54,358.24,405.6,6.56,6.47,62.58,69.42,NORMAL,COMPLIANT
Flight_04,150,81.24,87.13,74.52,81.86,337.68,392.49,8.46,8.49,62.81,69.84,NORMAL,COMPLIANT
Flight_04,151,82.08,89.23,75.45,83.26,338.77,398.1,9.17,9.39,62.86,69.94,NORMAL,COMPLIANT
Flight_04,152,89.71,96.26,80.85,89.4,334.73,393.05,8.28,9.18,62.34,69.3,NORMAL,COMPLIANT
Flight_04,153,91.73,97.22,82.06,90.53,339.61,394.23,6.44,7.92,62.35,68.78,NORMAL,COMPLIANT
Flight_04,154,98.1,101.5,88.1,94.4,378.46,428.21,4.94,7.36,61.63,67.69,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,155,99.32,101.5,89.58,94.4,385.1,417.55,1.6,5.46,60.49,65.47,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,156,99.7,101.5,89.3,94.4,390.16,412.94,1.44,5.18,60.61,65.38,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,157,99.33,101.34,87.55,94.4,401.63,417.33,6.58,10.15,60.57,64.97,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,158,98.14,101.14,87.48,94.4,410.95,433.75,3.77,7.32,60.6,65.63,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,159,94.53,98.73,83.92,94.4,420.62,446.15,5.43,8.4,60.22,64.27,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,160,92.09,95.88,81.69,92.07,448.88,475.41,5.75,9.49,60.14,64.21,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,161,92.98,95.3,81.61,92.57,441.85,461.94,9.21,13.39,59.77,63.7,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,162,94.57,97.44,83.4,94.34,466.81,492.24,8.57,12.96,60.01,64.38,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,163,90.57,94.62,79.66,91.5,450.55,486.63,9.41,14.75,59.48,63.16,NORMAL,COMPLIANT
Flight_04,164,88.17,93.17,77.1,90.13,449.17,479.4,11.88,16.24,59.33,62.23,NORMAL,COMPLIANT
Flight_04,165,89.28,95.29,79.2,92.09,413.71,437.23,13.79,19.33,59.9,63.51,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,166,88.09,93.03,78.25,90.6,386.25,418.6,14.05,18.84,59.79,63.21,NORMAL,COMPLIANT
Flight_04,167,89.4,94.07,78.98,90.73,364.74,404.08,13.17,18.3,59.59,62.37,NORMAL,COMPLIANT
Flight_04,168,88.74,93.35,78.79,90.69,366.06,411.86,12.86,19.54,58.9,61.11,NORMAL,COMPLIANT
Flight_04,169,89.18,93.75,78.32,91.59,388.89,433.04,14.68,19.69,58.81,60.81,NORMAL,COMPLIANT
Flight_04,170,88.65,93.95,76.45,90.94,371.98,420.36,15.8,21.8,58.03,58.41,NORMAL,COMPLIANT
Flight_04,171,89.28,94.5,77.51,90.95,358.49,402.66,14.91,20.69,57.95,57.86,NORMAL,COMPLIANT
Flight_04,172,87.96,93.72,76.34,90.45,346.12,397.7,11.82,18.23,58.08,57.96,NORMAL,COMPLIANT
Flight_04,173,93.47,97.37,80.6,93.93,338.72,386.54,11.37,16.8,56.93,55.88,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,174,96.55,98.74,82.11,94.4,344.65,389.49,7.75,12.14,56.9,55.93,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,175,96.22,99.49,82.39,94.4,339.28,372.31,5.28,10.39,57.24,55.91,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,176,96.73,100.18,83.0,94.4,331.85,361.9,4.32,10.19,57.97,58.01,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,177,93.51,97.33,79.41,92.86,355.7,380.34,3.85,11.48,57.55,57.04,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,178,94.96,97.95,79.05,92.93,359.78,384.52,4.53,11.71,56.62,54.59,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,179,97.92,100.35,80.45,94.4,346.88,362.96,2.32,9.2,56.89,54.44,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,180,101.0,101.5,82.54,94.4,351.04,371.41,3.65,11.2,57.51,55.36,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,181,97.66,98.2,78.52,92.63,344.15,369.05,5.13,12.61,57.16,54.91,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,182,101.0,101.5,82.17,94.4,349.36,374.34,6.22,14.98,57.43,55.28,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,183,101.0,101.5,87.02,94.4,364.35,394.3,6.51,16.23,57.46,54.87,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,184,101.0,101.5,86.47,94.4,352.57,378.88,5.8,15.62,57.74,55.92,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,185,101.0,101.5,86.53,94.4,336.33,353.01,6.24,16.06,58.98,58.57,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,186,101.0,101.5,90.34,94.4,326.31,343.66,9.65,17.45,59.05,58.29,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,187,101.0,101.5,86.98,94.4,318.1,336.76,12.39,18.16,57.91,55.71,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,188,101.0,101.5,85.81,94.4,318.74,329.9,13.77,19.48,58.03,55.99,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,189,101.0,101.5,85.27,94.4,328.02,342.87,14.4,19.28,57.91,55.22,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,190,101.0,101.5,84.74,94.4,320.81,337.78,12.36,17.82,57.31,53.62,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,191,101.0,101.5,82.46,94.4,317.11,323.31,13.07,17.41,57.05,52.38,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,192,98.6,101.5,80.36,94.4,304.88,321.26,13.15,17.99,56.99,52.87,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,193,100.56,101.5,82.62,94.4,307.76,324.21,16.5,21.38,57.29,52.62,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,194,98.4,101.5,81.29,94.4,289.28,306.9,17.78,22.58,57.95,54.02,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,195,101.0,101.5,84.71,94.4,309.36,318.26,19.5,24.06,58.39,54.85,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,196,99.67,101.5,82.56,94.4,288.93,299.25,18.94,23.3,58.36,54.31,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,197,100.15,101.5,81.9,94.4,273.82,294.35,15.86,20.91,58.64,54.97,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,198,99.23,101.5,81.76,94.4,290.87,329.13,16.7,21.8,58.11,54.06,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,199,101.0,101.5,85.86,94.4,285.31,315.64,16.76,22.8,57.64,53.51,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,200,101.0,101.5,88.37,94.4,329.48,355.95,16.37,22.54,57.31,52.85,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,201,101.0,101.5,88.95,94.4,327.16,369.24,15.37,21.33,56.04,50.71,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,202,101.0,101.5,88.48,94.4,313.92,368.39,18.11,23.06,55.61,50.03,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,203,101.0,101.5,86.85,94.4,298.18,348.07,13.53,18.61,54.96,47.68,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,204,101.0,101.5,90.82,94.4,280.36,321.41,12.37,17.46,55.52,49.81,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,205,101.0,101.5,92.55,94.4,271.34,311.39,15.53,20.11,55.54,49.99,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,206,101.0,101.5,93.1,94.4,257.59,286.12,14.53,19.68,55.17,50.52,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,207,101.0,101.5,93.1,94.4,273.94,303.02,9.77,15.52,54.93,49.9,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,208,101.0,101.5,93.1,94.4,282.28,311.19,12.54,18.21,54.51,49.29,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,209,101.0,101.5,93.1,94.4,294.91,318.28,10.23,15.67,54.32,48.56,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,210,101.0,101.5,89.78,94.4,317.03,332.69,8.06,14.33,54.37,48.58,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,211,101.0,101.5,93.1,94.4,300.02,318.81,6.75,12.64,55.64,51.6,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,212,101.0,101.5,91.93,94.4,314.69,332.73,8.26,14.93,56.27,52.8,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,213,94.39,100.75,83.82,90.01,304.85,320.51,6.62,13.14,56.52,53.93,NORMAL,COMPLIANT
Flight_04,214,89.78,96.37,79.63,86.32,288.01,305.59,10.42,15.8,56.44,54.71,NORMAL,COMPLIANT
Flight_04,215,92.2,100.46,82.43,89.53,303.45,312.28,11.59,16.76,57.25,56.77,NORMAL,COMPLIANT
Flight_04,216,89.46,98.69,80.92,87.58,298.39,311.18,9.96,14.87,57.76,57.77,NORMAL,COMPLIANT
Flight_04,217,90.31,99.51,82.37,88.45,305.19,311.59,10.42,14.57,56.49,54.84,NORMAL,COMPLIANT
Flight_04,218,91.62,99.37,84.46,89.43,320.81,330.77,8.84,12.55,56.34,54.84,NORMAL,COMPLIANT
Flight_04,219,93.3,99.35,86.99,91.21,313.27,331.8,7.74,11.38,56.67,55.33,NORMAL,COMPLIANT
Flight_04,220,93.64,100.13,87.29,92.77,339.32,357.85,8.81,12.27,55.89,52.81,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,221,87.73,95.81,82.36,88.78,374.44,386.53,10.11,12.86,55.6,51.93,NORMAL,COMPLIANT
Flight_04,222,89.39,97.79,82.93,89.83,408.45,406.94,11.71,15.52,55.07,49.56,NORMAL,COMPLIANT
Flight_04,223,96.47,101.5,88.75,94.4,440.06,433.79,12.24,15.67,54.95,49.23,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,224,93.54,101.5,88.21,94.19,448.55,438.18,10.2,13.54,55.76,50.26,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,225,98.76,101.5,92.58,94.4,432.1,427.6,10.63,13.94,56.44,51.83,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,226,95.65,101.5,89.46,94.4,437.75,431.99,10.14,13.6,56.2,50.81,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,227,100.12,101.5,93.1,94.4,459.35,446.34,9.71,13.39,55.78,50.3,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,228,99.83,101.5,92.21,94.4,451.24,421.99,8.29,12.86,56.3,51.51,Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,229,96.55,101.5,90.08,94.4,464.85,436.32,9.99,14.82,55.87,50.26,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,230,94.59,101.5,87.33,93.25,485.13,456.56,10.78,16.36,56.85,52.53,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,231,92.62,101.5,86.33,92.44,480.2,457.22,10.3,16.11,56.58,51.47,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,232,93.4,101.5,86.32,93.85,507.46,484.35,8.33,14.39,56.93,52.51,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,233,97.47,101.5,88.16,94.4,529.15,507.99,10.92,15.27,57.15,53.45,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,234,92.18,101.46,83.52,92.26,543.12,516.01,9.71,13.59,57.1,52.74,Ng2 CAUTION,REVIEW RECOMMENDED
Flight_04,235,85.86,94.68,78.02,86.89,538.47,513.06,12.71,17.54,56.36,50.78,NORMAL,COMPLIANT
Flight_04,236,88.21,97.03,79.56,88.25,538.69,507.88,14.31,18.11,55.52,49.32,NORMAL,COMPLIANT
Flight_04,237,92.41,99.79,81.63,91.36,543.0,514.32,16.83,20.53,55.31,48.21,NORMAL,COMPLIANT
Flight_04,238,89.84,98.41,79.41,89.82,547.6,512.91,19.25,22.89,53.74,45.47,NORMAL,COMPLIANT
Flight_04,239,89.61,98.85,80.65,89.92,541.02,506.5,16.57,20.1,53.1,43.99,NORMAL,COMPLIANT
Flight_04,240,90.72,100.17,81.1,90.27,522.2,494.06,17.77,21.44,53.17,44.32,NORMAL,COMPLIANT
Flight_04,241,88.49,99.65,81.47,89.09,504.72,480.68,17.78,20.19,52.15,42.2,NORMAL,COMPLIANT
Flight_04,242,84.91,96.22,78.16,86.68,516.19,494.02,13.92,17.99,52.03,41.65,NORMAL,COMPLIANT
Flight_04,243,87.1,98.11,80.06,88.56,511.29,497.84,13.88,17.84,52.33,42.31,NORMAL,COMPLIANT
Flight_04,244,88.3,98.66,81.15,89.55,485.65,480.85,13.51,16.42,52.38,42.27,NORMAL,COMPLIANT
Flight_04,245,82.65,94.57,76.99,84.52,502.96,499.58,12.68,16.23,52.49,42.84,NORMAL,COMPLIANT
Flight_04,246,79.0,93.13,75.09,81.53,490.92,499.47,11.4,14.3,52.44,42.71,NORMAL,COMPLIANT
Flight_04,247,77.67,94.1,75.6,82.08,470.38,476.19,13.33,16.78,52.75,43.8,NORMAL,COMPLIANT
Flight_04,248,76.25,94.54,75.63,80.96,448.67,454.61,13.44,17.03,52.14,42.41,NORMAL,COMPLIANT
Flight_04,249,79.33,96.56,78.04,83.78,462.75,461.46,13.08,16.39,51.4,40.66,NORMAL,COMPLIANT
Flight_04,250,77.87,94.17,75.82,82.28,462.65,466.38,12.38,16.98,51.0,40.24,NORMAL,COMPLIANT
Flight_04,251,77.86,94.67,76.32,83.34,454.92,463.99,13.39,18.61,51.69,40.86,NORMAL,COMPLIANT
Flight_04,252,77.28,94.44,76.02,82.26,460.95,478.98,12.56,17.7,52.4,41.97,NORMAL,COMPLIANT
Flight_04,253,75.2,91.87,74.35,81.29,460.19,473.24,12.06,17.65,53.17,44.13,NORMAL,COMPLIANT
Flight_04,254,71.01,88.75,70.94,79.28,491.63,510.66,10.64,14.95,54.55,45.56,NORMAL,COMPLIANT
Flight_04,255,69.46,88.64,70.12,78.14,461.99,489.75,8.43,13.46,54.76,46.01,NORMAL,COMPLIANT
Flight_04,256,65.81,84.44,66.56,73.55,477.64,508.95,9.96,14.56,54.45,46.2,NORMAL,COMPLIANT
Flight_04,257,72.05,89.91,72.25,78.78,492.15,521.35,8.87,12.45,55.22,47.66,NORMAL,COMPLIANT
Flight_04,258,78.2,95.3,78.47,83.57,496.91,525.71,10.4,14.3,55.63,48.53,NORMAL,COMPLIANT
Flight_04,259,79.37,98.26,80.22,84.54,501.51,532.36,10.81,16.29,55.37,47.79,NORMAL,COMPLIANT
Flight_04,260,81.84,100.99,82.12,87.99,477.74,510.12,10.43,16.51,54.98,47.21,NORMAL,COMPLIANT
Flight_04,261,79.94,97.52,79.54,86.73,499.45,524.08,11.61,18.78,55.07,47.54,NORMAL,COMPLIANT
Flight_04,262,81.47,98.01,81.4,87.26,501.56,523.62,10.36,17.04,55.73,49.31,NORMAL,COMPLIANT
Flight_04,263,79.02,97.85,79.68,84.89,508.7,522.35,12.63,19.64,54.59,47.16,NORMAL,COMPLIANT
Flight_04,264,73.41,93.62,74.92,80.9,507.29,531.66,11.51,18.68,54.45,46.71,NORMAL,COMPLIANT
Flight_04,265,74.67,94.46,75.59,82.13,509.18,533.35,10.28,17.82,54.62,46.89,NORMAL,COMPLIANT
Flight_04,266,75.41,95.57,75.92,82.74,504.44,539.42,10.56,18.59,53.57,45.36,NORMAL,COMPLIANT
Flight_04,267,75.66,95.26,75.07,83.06,515.31,549.06,13.79,20.47,53.42,44.76,NORMAL,COMPLIANT
Flight_04,268,70.0,89.88,70.42,78.74,525.25,566.48,13.18,19.9,53.58,44.94,NORMAL,COMPLIANT
Flight_04,269,74.61,92.25,74.26,81.54,530.57,578.22,11.25,18.76,53.28,44.24,NORMAL,COMPLIANT
Flight_04,270,76.93,93.97,75.16,84.19,518.85,557.51,13.02,20.54,51.56,41.08,NORMAL,COMPLIANT
Flight_04,271,76.83,93.46,73.64,83.98,513.55,556.48,13.36,19.96,51.02,39.76,NORMAL,COMPLIANT
Flight_04,272,82.92,98.39,78.77,89.06,524.06,564.39,14.75,20.78,51.12,40.85,NORMAL,COMPLIANT
Flight_04,273,76.85,92.14,74.71,84.04,525.41,568.49,13.81,18.57,50.98,40.09,NORMAL,COMPLIANT
Flight_04,274,73.79,90.4,71.41,81.11,540.48,576.39,10.24,13.65,50.67,39.16,NORMAL,COMPLIANT
Flight_04,275,76.72,91.91,73.41,82.45,529.89,559.53,11.0,13.99,51.19,40.38,NORMAL,COMPLIANT
Flight_04,276,71.57,86.83,70.64,79.22,517.84,555.49,8.27,11.54,50.46,38.98,NORMAL,COMPLIANT
Flight_04,277,74.54,88.27,72.89,81.56,518.96,560.45,8.91,12.71,49.79,37.47,NORMAL,COMPLIANT
Flight_04,278,72.62,86.7,70.92,79.41,489.1,528.49,5.2,8.71,49.62,37.04,NORMAL,COMPLIANT
Flight_04,279,68.68,83.36,67.12,75.52,487.57,532.31,3.91,8.01,50.4,38.89,NORMAL,COMPLIANT
Flight_04,280,64.6,77.71,64.22,73.18,481.72,513.32,3.12,7.59,50.31,37.58,NORMAL,COMPLIANT
Flight_04,281,62.3,75.98,63.17,72.37,493.51,537.65,3.43,7.07,49.56,36.61,NORMAL,COMPLIANT
Flight_04,282,61.14,74.81,62.2,71.28,505.09,547.99,4.04,8.17,50.21,38.29,NORMAL,COMPLIANT
Flight_04,283,61.62,74.71,61.82,70.94,524.43,559.7,5.92,9.82,50.99,40.09,NORMAL,COMPLIANT
Flight_04,284,59.86,74.48,60.78,69.39,528.79,563.63,4.91,8.75,52.76,43.3,NORMAL,COMPLIANT
Flight_04,285,55.15,71.3,56.41,66.79,517.17,569.41,5.53,9.45,52.85,43.34,NORMAL,COMPLIANT
Flight_04,286,56.66,72.53,57.44,68.1,529.04,582.56,4.65,9.59,53.9,46.07,NORMAL,COMPLIANT
Flight_04,287,53.6,68.92,55.3,64.83,543.46,584.1,5.05,12.2,53.74,44.7,NORMAL,COMPLIANT
Flight_04,288,57.2,71.23,59.04,67.87,531.32,565.33,7.75,15.53,54.48,46.02,NORMAL,COMPLIANT
Flight_04,289,58.39,72.34,59.95,68.79,541.02,572.35,7.92,16.51,54.71,46.83,NORMAL,COMPLIANT
Flight_04,290,57.34,71.67,59.93,67.17,538.2,573.36,8.41,15.7,53.06,44.03,NORMAL,COMPLIANT
Flight_04,291,55.89,70.58,58.82,66.46,519.93,561.73,7.62,14.96,52.89,43.3,NORMAL,COMPLIANT
Flight_04,292,55.55,70.14,58.89,66.69,511.92,550.76,6.6,13.94,53.15,43.81,NORMAL,COMPLIANT
Flight_04,293,59.39,71.97,61.32,69.02,517.44,567.38,7.97,15.25,53.91,45.25,NORMAL,COMPLIANT
Flight_04,294,55.91,69.11,59.42,67.33,531.66,578.06,8.21,15.2,53.65,45.75,NORMAL,COMPLIANT
Flight_04,295,53.47,67.24,57.82,66.02,507.6,562.96,9.07,17.06,52.98,44.3,NORMAL,COMPLIANT
Flight_04,296,52.24,65.35,56.6,63.84,497.1,551.8,5.29,12.79,52.91,44.96,NORMAL,COMPLIANT
Flight_04,297,48.83,62.92,54.3,62.12,495.66,551.05,3.71,12.53,53.37,46.56,NORMAL,COMPLIANT
Flight_04,298,52.61,65.97,56.72,64.96,492.96,542.13,4.49,13.34,53.18,45.74,NORMAL,COMPLIANT
